"bulk_gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","ensemblID","gene_type","Class","MGI_Symbol"
"ENSG00000105227.14",0.690690700001557,2.49130334498704,4.76880200516783,1.78690548692543e-05,0.105812828947605,2.50979109422407,"PRX","ENSG00000105227","protein_coding","InGen","PRX"
"ENSG00000166780.10",-0.222781166765614,6.24088980567338,-4.76636938348761,1.80154739855042e-05,0.105812828947605,2.50307358667582,"C16orf45","ENSG00000166780","protein_coding","InGen","C16orf45"
"ENSG00000128567.16",0.433365973385179,6.04512705402905,4.69519612902378,2.28616925002332e-05,0.105812828947605,2.30692178298239,"PODXL","ENSG00000128567","protein_coding","InGen","PODXL"
"ENSG00000198682.12",0.54067504572941,2.45002111402613,4.65348873993031,2.62739099395087e-05,0.105812828947605,2.19233989385319,"PAPSS2","ENSG00000198682","protein_coding","InGen","PAPSS2"
"ENSG00000025770.18",-0.175004990335529,4.68299565839787,-4.63582499527445,2.78652663856617e-05,0.105812828947605,2.14389700129908,"NCAPH2","ENSG00000025770","protein_coding","InGen","NCAPH2"
"ENSG00000117877.10",-0.257803605732217,2.62106143095451,-4.6354578915412,2.78993220990345e-05,0.105812828947605,2.14289076071023,"CD3EAP","ENSG00000117877","protein_coding","InGen","CD3EAP"
"ENSG00000101187.15",0.92868574855809,2.93042088670295,4.58582993740629,3.28992124274776e-05,0.10695063971424,2.00706725315333,"SLCO4A1","ENSG00000101187","protein_coding","InGen","SLCO4A1"
"ENSG00000076067.11",0.25740366427646,4.65694003373054,4.46426110369038,4.9149918792085e-05,0.139806944004086,1.67619398727221,"RBMS2","ENSG00000076067","protein_coding","InGen","RBMS2"
"ENSG00000127954.12",1.62538207496902,-0.147313369720949,4.41228289888929,5.82898095507977e-05,0.145171291193891,1.5355779294966,"STEAP4","ENSG00000127954","protein_coding","InGen","STEAP4"
"ENSG00000229152.2",0.362388695231596,2.52824476312174,4.38469625933329,6.37947315845893e-05,0.145171291193891,1.46116785864108,"ANKRD10-IT1","ENSG00000229152","sense_intronic","InGen","ANKRD10-IT1"
"ENSG00000174804.3",0.391287797047201,4.26690027286725,4.33296626467598,7.55176352843913e-05,0.146754378172644,1.32206137642726,"FZD4","ENSG00000174804","protein_coding","InGen","FZD4"
"ENSG00000241015.2",0.426194417972685,2.4938308564545,4.28537483656873,8.81414391850293e-05,0.146754378172644,1.19459176706396,"TPM3P9","ENSG00000241015","transcribed_processed_pseudogene","InGen","TPM3P9"
"ENSG00000064205.10",1.14489856950055,-1.35378042814982,4.26984917878335,9.26879006871272e-05,0.146754378172644,1.15311614426065,"WISP2","ENSG00000064205","protein_coding","InGen","WISP2"
"ENSG00000261269.1",0.692679019388388,1.68887039524676,4.22883049494735,0.000105826238575142,0.146754378172644,1.04380174090481,"RP11-389C8.2","ENSG00000261269","sense_overlapping","InGen","RP11-389C8.2"
"ENSG00000183888.4",0.588976881671424,2.04432384910043,4.22787409024151,0.000106153242416,0.146754378172644,1.0412575669606,"C1orf64","ENSG00000183888","protein_coding","InGen","C1orf64"
"ENSG00000102755.10",0.485908886326047,6.38176300954766,4.21847612009325,0.000109419241718205,0.146754378172644,1.01626899910078,"FLT1","ENSG00000102755","protein_coding","InGen","FLT1"
"ENSG00000179066.7",1.05695163984936,-1.61756311965685,4.21214451423128,0.000111674512825207,0.146754378172644,0.999445385982905,"CTD-2527I21.15","ENSG00000179066","lincRNA","InGen","CTD-2527I21.15"
"ENSG00000153250.18",0.248900637957731,4.68976897515727,4.20011985425027,0.000116082738930726,0.146754378172644,0.967520955490378,"RBMS1","ENSG00000153250","protein_coding","InGen","RBMS1"
"ENSG00000197142.10",0.582208969641115,3.01133666358261,4.1649039553125,0.000129988595769931,0.152937326887955,0.874225222854976,"ACSL5","ENSG00000197142","protein_coding","InGen","ACSL5"
"ENSG00000196700.8",-0.180831251435558,5.1723764668946,-4.15446032906774,0.00013441494716818,0.152937326887955,0.846615423274422,"ZNF512B","ENSG00000196700","protein_coding","InGen","ZNF512B"
"ENSG00000069974.15",0.458703405935249,2.37409886724678,4.11849743237305,0.000150805799001175,0.158938780418402,0.751747362355042,"RAB27A","ENSG00000069974","protein_coding","InGen","RAB27A"
"ENSG00000165724.5",-0.200855715041678,2.94465549205539,-4.09771974481758,0.000161143427434338,0.158938780418402,0.697085619016883,"ZMYND19","ENSG00000165724","protein_coding","InGen","ZMYND19"
"ENSG00000198959.11",0.785290273879443,4.94181285777191,4.08502749158033,0.000167793169274335,0.158938780418402,0.663749397603904,"TGM2","ENSG00000198959","protein_coding","InGen","TGM2"
"ENSG00000131831.17",0.325757901058839,2.44071373059515,4.07693588787367,0.000172170675232693,0.158938780418402,0.642518551830382,"RAI2","ENSG00000131831","protein_coding","InGen","RAI2"
"ENSG00000150457.8",0.623423263977295,3.12036956762331,4.07250956544653,0.000174611948956761,0.158938780418402,0.630911927248362,"LATS2","ENSG00000150457","protein_coding","InGen","LATS2"
"ENSG00000008513.14",0.518415266475377,4.03289360402211,4.04207739371089,0.000192328671517466,0.168331971117364,0.551252702898469,"ST3GAL1","ENSG00000008513","protein_coding","InGen","ST3GAL1"
"ENSG00000232859.9",-0.255835043712979,4.19585535513714,-3.99749853381895,0.000221461542177643,0.171521104287812,0.43501092188919,"LYRM9","ENSG00000232859","protein_coding","InGen","LYRM9"
"ENSG00000104731.13",-0.171337976056639,4.22307316058709,-3.98009021118594,0.000233961493826362,0.171521104287812,0.389765358806581,"KLHDC4","ENSG00000104731","protein_coding","InGen","KLHDC4"
"ENSG00000279894.1",0.428210010105604,0.0689181182177865,3.97432016643874,0.000238253312086745,0.171521104287812,0.374787141477231,"GHc-857G6.7","ENSG00000279894","TEC","InGen","GHc-857G6.7"
"ENSG00000106636.7",-0.147554199034015,5.6766762926697,-3.9643166826994,0.000245875162425029,0.171521104287812,0.348841590036728,"YKT6","ENSG00000106636","protein_coding","InGen","YKT6"
"ENSG00000006327.13",0.926012183548399,0.50199122688284,3.939197388921,0.000266068230329906,0.171521104287812,0.283815433873497,"TNFRSF12A","ENSG00000006327","protein_coding","InGen","TNFRSF12A"
"ENSG00000091879.13",0.780413678114078,2.38959669072582,3.92539824996431,0.000277834083331079,0.171521104287812,0.248170319837145,"ANGPT2","ENSG00000091879","protein_coding","InGen","ANGPT2"
"ENSG00000184905.8",-0.200479628213219,5.6566182572405,-3.91548678290023,0.00028659376410989,0.171521104287812,0.222601500382767,"TCEAL2","ENSG00000184905","protein_coding","InGen","TCEAL2"
"ENSG00000128335.13",0.451505126053951,5.32471788398616,3.91359156117245,0.000288298869422387,0.171521104287812,0.217715602180311,"APOL2","ENSG00000128335","protein_coding","InGen","APOL2"
"ENSG00000176697.18",-1.14274739792619,2.41130608794122,-3.90740813178643,0.000293930439579111,0.171521104287812,0.201781939713284,"BDNF","ENSG00000176697","protein_coding","InGen","BDNF"
"ENSG00000115594.11",0.902725666742787,2.80908060863865,3.90611259798024,0.000295123741416544,0.171521104287812,0.198444979443454,"IL1R1","ENSG00000115594","protein_coding","InGen","IL1R1"
"ENSG00000103326.11",0.192341713422955,4.01796536250505,3.90564465809556,0.000295555904958112,0.171521104287812,0.197239807822029,"CAPN15","ENSG00000103326","protein_coding","InGen","CAPN15"
"ENSG00000261371.5",0.443224311355683,5.08364266662894,3.90559497679259,0.000295601823755823,0.171521104287812,0.197111858187413,"PECAM1","ENSG00000261371","protein_coding","InGen","PECAM1"
"ENSG00000009780.15",-0.231650033074044,3.79479683601035,-3.89872105212412,0.000302022041653154,0.171521104287812,0.179415664861121,"FAM76A","ENSG00000009780","protein_coding","InGen","FAM76A"
"ENSG00000083812.11",-0.170338507950255,3.69802335222482,-3.8959315142963,0.000304665693003566,0.171521104287812,0.172238249532786,"ZNF324","ENSG00000083812","protein_coding","InGen","ZNF324"
"ENSG00000179950.13",-0.153163236664947,6.07778048573105,-3.88157897171559,0.000318624758334081,0.171521104287812,0.135345780920503,"PUF60","ENSG00000179950","protein_coding","InGen","PUF60"
"ENSG00000099899.14",-0.153656444394366,4.29434235609815,-3.87194217117402,0.000328341686074518,0.171521104287812,0.110609175071246,"TRMT2A","ENSG00000099899","protein_coding","InGen","TRMT2A"
"ENSG00000159958.5",-0.742739453147169,1.44226889583159,-3.86888958478949,0.000331478857675784,0.171521104287812,0.102779300854004,"TNFRSF13C","ENSG00000159958","protein_coding","InGen","TNFRSF13C"
"ENSG00000110046.12",-0.168556901024727,5.30479578821837,-3.86872806359786,0.000331645657789757,0.171521104287812,0.102365077181527,"ATG2A","ENSG00000110046","protein_coding","InGen","ATG2A"
"ENSG00000006712.14",-0.157760735763187,5.0142598128206,-3.83151941617342,0.000372307317617576,0.183839897949951,0.00715270563673176,"PAF1","ENSG00000006712","protein_coding","InGen","PAF1"
"ENSG00000180104.15",-0.13903056882168,5.75634960157699,-3.82208022157834,0.000383363239317417,0.183839897949951,-0.0169339455597042,"EXOC3","ENSG00000180104","protein_coding","InGen","EXOC3"
"ENSG00000137834.14",0.649371949939227,2.61054869287889,3.81856495103882,0.000387560923235857,0.183839897949951,-0.0258970949325574,"SMAD6","ENSG00000137834","protein_coding","InGen","SMAD6"
"ENSG00000179776.17",0.539854623109245,4.03056665307721,3.8167008796296,0.000389804801018128,0.183839897949951,-0.0306485091370323,"CDH5","ENSG00000179776","protein_coding","InGen","CDH5"
"ENSG00000204371.11",-0.150767487501006,5.97009573882631,-3.8117229998444,0.00039585845489311,0.183839897949951,-0.0433315759965467,"EHMT2","ENSG00000204371","protein_coding","InGen","EHMT2"
"ENSG00000269825.1",0.390483503119744,2.52905568010067,3.80155314930212,0.000408508942490285,0.184132035566714,-0.069219261487393,"CTD-3099C6.9","ENSG00000269825","sense_intronic","InGen","CTD-3099C6.9"
"ENSG00000187498.14",0.758782424326235,4.18401742313216,3.78404136516019,0.000431210189684725,0.184132035566714,-0.113720276375529,"COL4A1","ENSG00000187498","protein_coding","InGen","COL4A1"
"ENSG00000221869.4",1.03989772049741,1.83477350998172,3.78318291552737,0.00043235371096562,0.184132035566714,-0.115899291545549,"CEBPD","ENSG00000221869","protein_coding","InGen","CEBPD"
"ENSG00000065308.4",0.379847286283549,2.71297471256621,3.7805724715851,0.000435848990629932,0.184132035566714,-0.122523988901416,"TRAM2","ENSG00000065308","protein_coding","InGen","TRAM2"
"ENSG00000115694.14",-0.15402993844223,6.15924042045017,-3.7784926702449,0.000438653216872379,0.184132035566714,-0.12780049656286,"STK25","ENSG00000115694","protein_coding","InGen","STK25"
"ENSG00000196954.13",0.586671783001468,1.58735236342454,3.77380536833906,0.000445036999304326,0.184132035566714,-0.139687272160513,"CASP4","ENSG00000196954","protein_coding","InGen","CASP4"
"ENSG00000182179.11",-0.362210611866413,3.76169995968907,-3.7637864634625,0.000458983263296365,0.185090314042125,-0.165071315355102,"UBA7","ENSG00000182179","protein_coding","InGen","UBA7"
"ENSG00000232295.7",0.595068740124358,0.69019259069084,3.74674120007398,0.000483681889967832,0.185090314042125,-0.208183626893112,"RP11-154D6.1","ENSG00000232295","processed_transcript","InGen","RP11-154D6.1"
"ENSG00000169035.11",-1.53491231858598,-0.565004857105985,-3.74647127505936,0.000484083111933351,0.185090314042125,-0.208865591912564,"KLK7","ENSG00000169035","protein_coding","InGen","KLK7"
"ENSG00000108622.10",0.557029139859835,2.84341537234436,3.74479172245332,0.000486586834866371,0.185090314042125,-0.21310844944712,"ICAM2","ENSG00000108622","protein_coding","InGen","ICAM2"
"ENSG00000096063.15",0.1939916940966,5.24315894599051,3.73698857998875,0.000498383301222036,0.185090314042125,-0.23280864229016,"SRPK1","ENSG00000096063","protein_coding","InGen","SRPK1"
"ENSG00000243364.7",0.600716456710239,-1.24620317733637,3.73058044811768,0.000508276035430294,0.185090314042125,-0.248972139396131,"EFNA4","ENSG00000243364","protein_coding","InGen","EFNA4"
"ENSG00000188976.10",-0.138302160240192,5.49814589435136,-3.73010339974546,0.000509019994937493,0.185090314042125,-0.250174883523099,"NOC2L","ENSG00000188976","protein_coding","InGen","NOC2L"
"ENSG00000204344.14",-0.171303918372529,2.94499044502505,-3.727930028697,0.000512422648297322,0.185090314042125,-0.255653491534108,"STK19","ENSG00000204344","protein_coding","InGen","STK19"
"ENSG00000175832.12",1.40611568358796,-1.91233335892357,3.71894800837526,0.000526718336148353,0.185295212891504,-0.278278880473521,"ETV4","ENSG00000175832","protein_coding","InGen","ETV4"
"ENSG00000162618.12",0.40595656968192,2.8472126193177,3.7142839229658,0.000534292067220201,0.185295212891504,-0.290017106857862,"ADGRL4","ENSG00000162618","protein_coding","InGen","ADGRL4"
"ENSG00000158941.16",-0.124286110912951,6.17114255595674,-3.71193502412344,0.00053814581971631,0.185295212891504,-0.295925932109167,"CCAR2","ENSG00000158941","protein_coding","InGen","CCAR2"
"ENSG00000157554.18",0.418229954691535,2.72867463938398,3.70335234166653,0.000552455468623767,0.185295212891504,-0.317500807748531,"ERG","ENSG00000157554","protein_coding","InGen","ERG"
"ENSG00000166130.14",0.564782415469632,0.943527149805058,3.6994853257572,0.000559021628165615,0.185295212891504,-0.327213621424138,"IKBIP","ENSG00000166130","protein_coding","InGen","IKBIP"
"ENSG00000229007.1",0.910036637829438,-1.1997345349827,3.69369364298665,0.000568996252068377,0.185295212891504,-0.341751343267973,"EXOSC3P1","ENSG00000229007","processed_pseudogene","InGen","EXOSC3P1"
"ENSG00000173868.11",0.83891463583467,0.708897260579197,3.69118386530394,0.000573371556602352,0.185295212891504,-0.348047675194334,"PHOSPHO1","ENSG00000173868","protein_coding","InGen","PHOSPHO1"
"ENSG00000126107.14",-0.170031167446926,4.42324863547916,-3.68847425980996,0.000578131486873651,0.185295212891504,-0.354842959370613,"HECTD3","ENSG00000126107","protein_coding","InGen","HECTD3"
"ENSG00000109906.13",0.505595177342852,5.12298755535026,3.68102234705219,0.000591418638346695,0.186921146308575,-0.373518571541863,"ZBTB16","ENSG00000109906","protein_coding","InGen","ZBTB16"
"ENSG00000173821.19",-0.182964480473916,7.77760907497,-3.65828071567701,0.000633805027387661,0.194324111510398,-0.430396907087444,"RNF213","ENSG00000173821","protein_coding","InGen","RNF213"
"ENSG00000149573.8",1.5851683811632,0.518791729042037,3.6550600522882,0.000640038456722292,0.194324111510398,-0.438437831320014,"MPZL2","ENSG00000149573","protein_coding","InGen","MPZL2"
"ENSG00000110442.11",-0.181135456065495,4.75756458112643,-3.6514108229744,0.000647172421061395,0.194324111510398,-0.447544469270618,"COMMD9","ENSG00000110442","protein_coding","InGen","COMMD9"
"ENSG00000163492.14",-0.734597457190224,2.73968767365297,-3.65048242943617,0.000648999493530948,0.194324111510398,-0.449860546433131,"CCDC141","ENSG00000163492","protein_coding","InGen","CCDC141"
"ENSG00000120709.10",-0.142407381121441,5.69435577606043,-3.64064912974432,0.000668657542744118,0.197610013541366,-0.474373712346867,"FAM53C","ENSG00000120709","protein_coding","InGen","FAM53C"
"ENSG00000157870.14",-0.208443027861941,4.69809949696021,-3.63499172887696,0.00068022484330665,0.198451237619053,-0.488461845756932,"FAM213B","ENSG00000157870","protein_coding","InGen","FAM213B"
"ENSG00000130717.12",-0.121599866278655,4.6734225032691,-3.61445745540085,0.000723842805341997,0.20850337820712,-0.539503575085834,"UCK1","ENSG00000130717","protein_coding","InGen","UCK1"
"ENSG00000229325.1",0.312190721340133,1.77282035106327,3.59956256765125,0.000757145536793756,0.212316138847588,-0.576435615455634,"ACAP2-IT1","ENSG00000229325","sense_intronic","InGen","ACAP2-IT1"
"ENSG00000072310.16",-0.274928841960767,6.49901123100858,-3.59726873615581,0.000762402835920749,0.212316138847588,-0.582116276672966,"SREBF1","ENSG00000072310","protein_coding","InGen","SREBF1"
"ENSG00000172375.12",-0.204903675955985,5.28759917271994,-3.59379375054246,0.000770433898494578,0.212316138847588,-0.59071852775957,"C2CD2L","ENSG00000172375","protein_coding","InGen","C2CD2L"
"ENSG00000151892.14",0.617846837959277,5.45981877976485,3.59209054908856,0.000774399697853306,0.212316138847588,-0.594933209769295,"GFRA1","ENSG00000151892","protein_coding","InGen","GFRA1"
"ENSG00000259755.1",0.809521469162663,-1.03035998053696,3.58484004827692,0.0007915017957954,0.214421605537144,-0.612863561833734,"RP11-505E24.2","ENSG00000259755","antisense","InGen","RP11-505E24.2"
"ENSG00000092098.16",-0.161287791999207,3.48497634354376,-3.57490320162339,0.000815528450521706,0.218331357883199,-0.637406886578374,"RNF31","ENSG00000092098","protein_coding","InGen","RNF31"
"ENSG00000205356.9",-0.158433362166795,5.63540212499189,-3.56869109384557,0.000830901801709536,0.219860481391886,-0.652732481791956,"TECPR1","ENSG00000205356","protein_coding","InGen","TECPR1"
"ENSG00000271840.1",0.39728301164052,-0.43907002160685,3.5546597993004,0.000866652411613369,0.224990136526441,-0.687297504631604,"RP1-224A6.9","ENSG00000271840","lincRNA","InGen","RP1-224A6.9"
"ENSG00000213949.8",0.379061590880571,4.25591445974088,3.55335064754851,0.000870062050198927,0.224990136526441,-0.690518885634027,"ITGA1","ENSG00000213949","protein_coding","InGen","ITGA1"
"ENSG00000255471.1",0.490076429907808,0.88423671690783,3.53952884424103,0.000906851847514512,0.22723265360411,-0.724491840252867,"RP11-736K20.5","ENSG00000255471","antisense","InGen","RP11-736K20.5"
"ENSG00000134871.17",0.522861038084614,4.83068580267179,3.53262649499831,0.000925776141876078,0.22723265360411,-0.741431307630504,"COL4A2","ENSG00000134871","protein_coding","InGen","COL4A2"
"ENSG00000117480.15",-0.230958107641411,5.03001764068106,-3.52273256327005,0.000953561849468957,0.22723265360411,-0.765682233896978,"FAAH","ENSG00000117480","protein_coding","InGen","FAAH"
"ENSG00000122512.14",-0.146096368108211,4.87978238943519,-3.52142509413502,0.00095729274867405,0.22723265360411,-0.768884274933799,"PMS2","ENSG00000122512","protein_coding","InGen","PMS2"
"ENSG00000067798.14",-0.236665417234945,6.71040019155671,-3.50975739762422,0.000991209949643646,0.22723265360411,-0.797431034379444,"NAV3","ENSG00000067798","protein_coding","InGen","NAV3"
"ENSG00000163481.7",-0.176801420991714,3.32626873567063,-3.50518754087237,0.00100480445831518,0.22723265360411,-0.808598167497061,"RNF25","ENSG00000163481","protein_coding","InGen","RNF25"
"ENSG00000116285.12",0.246323606643966,4.81792802567691,3.50401995261947,0.00100830627143446,0.22723265360411,-0.811450104219521,"ERRFI1","ENSG00000116285","protein_coding","InGen","ERRFI1"
"ENSG00000107021.15",-0.143345456863644,5.20161556223743,-3.5026388842625,0.00101246339271675,0.22723265360411,-0.81482283192,"TBC1D13","ENSG00000107021","protein_coding","InGen","TBC1D13"
"ENSG00000130052.13",0.413587962636088,3.02661938222241,3.49879044919368,0.00102413397277341,0.22723265360411,-0.824217415396249,"STARD8","ENSG00000130052","protein_coding","InGen","STARD8"
"ENSG00000099725.14",0.287332625555161,2.30968800864171,3.49849437806325,0.00102503712373762,0.22723265360411,-0.824939939505034,"PRKY","ENSG00000099725","transcribed_unprocessed_pseudogene","InGen","PRKY"
"ENSG00000068394.10",-0.143044972602375,4.95738545293577,-3.49845738593574,0.00102515001988379,0.22723265360411,-0.825030211816684,"GPKOW","ENSG00000068394","protein_coding","InGen","GPKOW"
"ENSG00000227057.8",-0.163850372409016,3.80116959356458,-3.49743965622814,0.00102826068476578,0.22723265360411,-0.827513589517494,"WDR46","ENSG00000227057","protein_coding","InGen","WDR46"
"ENSG00000227560.1",-0.461113482086432,-0.141665220003481,-3.49416594665262,0.00103832790852192,0.22723265360411,-0.835499201698395,"RP11-139K1.2","ENSG00000227560","processed_pseudogene","InGen","RP11-139K1.2"
"ENSG00000273014.1",0.23923583485848,1.06268004489085,3.48896174330342,0.00105452561140329,0.22723265360411,-0.848185667883614,"RP11-225B17.2","ENSG00000273014","lincRNA","InGen","RP11-225B17.2"
"ENSG00000013588.6",1.83111561605648,-1.57071125294104,3.48428516704285,0.0010692865533095,0.22723265360411,-0.85957727908694,"GPRC5A","ENSG00000013588","protein_coding","InGen","GPRC5A"
"ENSG00000170542.5",0.328451454468658,3.97885302720161,3.4839730516259,0.00107027868634026,0.22723265360411,-0.860337265288305,"SERPINB9","ENSG00000170542","protein_coding","InGen","SERPINB9"
"ENSG00000185133.13",0.39503281899813,3.83048286277984,3.48177193914384,0.00107730042258645,0.22723265360411,-0.865695831919491,"INPP5J","ENSG00000185133","protein_coding","InGen","INPP5J"
"ENSG00000146122.16",-0.225568390607488,9.02431899782393,-3.48158931107047,0.00107788499199891,0.22723265360411,-0.866140354808062,"DAAM2","ENSG00000146122","protein_coding","InGen","DAAM2"
"ENSG00000123213.22",-0.163020375594633,5.46490838558705,-3.48098792228848,0.00107981210121563,0.22723265360411,-0.867604066852438,"NLN","ENSG00000123213","protein_coding","InGen","NLN"
"ENSG00000079150.17",0.380641144104734,0.595179404045324,3.47857557868349,0.00108757537653805,0.22723265360411,-0.873474071578795,"FKBP7","ENSG00000079150","protein_coding","InGen","FKBP7"
"ENSG00000140511.11",0.639570904807254,-0.17698097786301,3.47584592112739,0.0010964240161151,0.22723265360411,-0.88011356317137,"HAPLN3","ENSG00000140511","protein_coding","InGen","HAPLN3"
"ENSG00000254995.4",-0.359604406764839,1.22590606346566,-3.4704253116951,0.00111419980757692,0.22723265360411,-0.893290076266689,"STX16-NPEPL1","ENSG00000254995","protein_coding","InGen","STX16-NPEPL1"
"ENSG00000214954.8",0.274141636408715,0.478566641918968,3.46631763460474,0.00112785278833668,0.22723265360411,-0.903267699550158,"LRRC69","ENSG00000214954","protein_coding","InGen","LRRC69"
"ENSG00000147454.13",0.223714689346275,4.88215326476302,3.46607805151008,0.00112865401144309,0.22723265360411,-0.903849454281425,"SLC25A37","ENSG00000147454","protein_coding","InGen","SLC25A37"
"ENSG00000273015.2",0.141002647236185,4.58448745206076,3.46272107362426,0.00113993777949413,0.22723265360411,-0.911998567835322,"RP11-352M15.2","ENSG00000273015","lincRNA","InGen","RP11-352M15.2"
"ENSG00000179071.4",-0.686439512766916,0.158695281118846,-3.46246282534246,0.00114081026698431,0.22723265360411,-0.912625292395662,"CCDC89","ENSG00000179071","protein_coding","InGen","CCDC89"
"ENSG00000182580.2",-0.328522957189767,3.64743163830155,-3.45462279116452,0.00116760275783066,0.22723265360411,-0.931639659658204,"EPHB3","ENSG00000182580","protein_coding","InGen","EPHB3"
"ENSG00000125351.11",-0.168318723054278,3.6840249306134,-3.45258094507907,0.00117467837380103,0.22723265360411,-0.936587892011895,"UPF3B","ENSG00000125351","protein_coding","InGen","UPF3B"
"ENSG00000186567.12",0.417378908262061,1.01832823814195,3.45204790834851,0.00117653222317612,0.22723265360411,-0.937879397467085,"CEACAM19","ENSG00000186567","protein_coding","InGen","CEACAM19"
"ENSG00000222112.1",0.457058854288725,-0.0042665586850543,3.45153962970478,0.00117830256307282,0.22723265360411,-0.939110815101042,"RN7SKP16","ENSG00000222112","misc_RNA","InGen","RN7SKP16"
"ENSG00000103196.11",0.767515718189305,2.94860892620148,3.42791387720776,0.00126345046468786,0.229723201399406,-0.996240204262227,"CRISPLD2","ENSG00000103196","protein_coding","InGen","CRISPLD2"
"ENSG00000105700.10",-0.127164313201318,4.79387056368751,-3.4242606744859,0.00127712879783864,0.229723201399406,-1.00505482220861,"KXD1","ENSG00000105700","protein_coding","InGen","KXD1"
"ENSG00000104863.11",-0.234797917297901,3.00232947938043,-3.42374169738433,0.0012790833532708,0.229723201399406,-1.00630661548917,"LIN7B","ENSG00000104863","protein_coding","InGen","LIN7B"
"ENSG00000026103.20",0.564270963695485,1.65464759157325,3.42237959223,0.00128422682661217,0.229723201399406,-1.00959157080037,"FAS","ENSG00000026103","protein_coding","InGen","FAS"
"ENSG00000251602.6",-0.348014940609638,1.21873357585379,-3.42223656430794,0.00128476805821415,0.229723201399406,-1.00993646600115,"RP11-521B24.3","ENSG00000251602","antisense","InGen","RP11-521B24.3"
"ENSG00000203761.5",-0.365059025910238,1.14261963483922,-3.42016732942647,0.00129262258164557,0.229723201399406,-1.01492529797593,"MSTO2P","ENSG00000203761","unprocessed_pseudogene","InGen","MSTO2P"
"ENSG00000157110.15",0.480395497203336,3.07017783285606,3.41924259525992,0.00129614750161687,0.229723201399406,-1.01715425340233,"RBPMS","ENSG00000157110","protein_coding","InGen","RBPMS"
"ENSG00000132781.17",-0.189311130833011,3.42263150572475,-3.41566655494273,0.00130986502059298,0.229723201399406,-1.02577072389483,"MUTYH","ENSG00000132781","protein_coding","InGen","MUTYH"
"ENSG00000139287.12",-0.991760209692969,0.930349839786069,-3.41129707093407,0.00132681375253522,0.229723201399406,-1.03629224594286,"TPH2","ENSG00000139287","protein_coding","InGen","TPH2"
"ENSG00000110799.13",0.507039768242334,6.69718923479719,3.41058051307933,0.00132961304172208,0.229723201399406,-1.03801697542621,"VWF","ENSG00000110799","protein_coding","InGen","VWF"
"ENSG00000198723.10",-0.664745771686391,-1.08124064945635,-3.41042581606129,0.00133021811489436,0.229723201399406,-1.03838929941909,"C19orf45","ENSG00000198723","protein_coding","InGen","C19orf45"
"ENSG00000132382.14",-0.18112114821708,5.00218915212905,-3.40679593503522,0.00134449126168746,0.229723201399406,-1.04712299850304,"MYBBP1A","ENSG00000132382","protein_coding","InGen","MYBBP1A"
"ENSG00000175283.7",-0.205028086105249,3.03332296075446,-3.40671598124412,0.00134480728427793,0.229723201399406,-1.04731531394234,"DOLK","ENSG00000175283","protein_coding","InGen","DOLK"
"ENSG00000114654.7",-0.880339430186655,0.212200325116288,-3.40615728039457,0.0013470175592389,0.229723201399406,-1.04865910545394,"EFCC1","ENSG00000114654","protein_coding","InGen","EFCC1"
"ENSG00000128563.13",-0.142085316800019,4.53580643131962,-3.404692297013,0.00135282960170982,0.229723201399406,-1.05218211516988,"PRKRIP1","ENSG00000128563","protein_coding","InGen","PRKRIP1"
"ENSG00000090376.9",0.421577802691906,3.21892568051474,3.4005859106943,0.00136924834276667,0.229723201399406,-1.06205272656763,"IRAK3","ENSG00000090376","protein_coding","InGen","IRAK3"
"ENSG00000223723.1",-0.770897982774597,-0.830370824124617,-3.39822515307077,0.0013787730937538,0.229723201399406,-1.06772434067209,"BX842568.2","ENSG00000223723","processed_pseudogene","InGen","BX842568.2"
"ENSG00000106263.17",-0.112194148221211,5.80441037789275,-3.39767390455133,0.00138100622869813,0.229723201399406,-1.06904837559709,"EIF3B","ENSG00000106263","protein_coding","InGen","EIF3B"
"ENSG00000111859.16",0.695711072323232,3.77513819583258,3.39254005820411,0.00140196955782191,0.229723201399406,-1.08137354533954,"NEDD9","ENSG00000111859","protein_coding","InGen","NEDD9"
"ENSG00000004975.11",-0.121259059102382,4.16551970556665,-3.39103359807999,0.00140817817822833,0.229723201399406,-1.08498823797346,"DVL2","ENSG00000004975","protein_coding","InGen","DVL2"
"ENSG00000105325.13",-0.143634678419134,5.62450061035688,-3.38987251065281,0.00141298123607184,0.229723201399406,-1.08777361225546,"FZR1","ENSG00000105325","protein_coding","InGen","FZR1"
"ENSG00000224116.6",-0.765060716297042,1.4884798526996,-3.38979353508105,0.00141330849867801,0.229723201399406,-1.08796305029169,"INHBA-AS1","ENSG00000224116","antisense","InGen","INHBA-AS1"
"ENSG00000228526.5",0.609641572343639,1.49214297755427,3.38389866278745,0.00143794044357956,0.232069310170897,-1.10209608364256,"MIR34A","ENSG00000228526","lincRNA","InGen","MIR34A"
"ENSG00000149182.14",-0.122150724448708,6.38524468106775,-3.37054776255311,0.00149524515460565,0.237978616356425,-1.13405418327723,"ARFGAP2","ENSG00000149182","protein_coding","InGen","ARFGAP2"
"ENSG00000143379.12",-0.11512136552272,4.88156766730799,-3.37049607258106,0.00149547117854495,0.237978616356425,-1.13417777617739,"SETDB1","ENSG00000143379","protein_coding","InGen","SETDB1"
